date,time edt,temp c,ph,do (mg/l),turbidity (fnu),chlorophyll (rfu),phycocyanin (rfu),est. cyano (1000cells/ml)
8/2/2022,0:00,27.21,8.23,8.29,-2.09,3.59,0.42,-96100
8/2/2022,1:00,27.1,8.29,8.44,-2.02,3.79,0.43,-95700
8/2/2022,2:00,27.01,8.23,8.3,-2.14,3.47,0.4,-94500
8/2/2022,3:00,26.9,8.21,8.24,-2.1,3.57,0.41,-96100
8/2/2022,4:00,26.78,8.19,8.19,-2.15,3.49,0.4,-96600
8/2/2022,5:00,26.74,8.19,8.2,-2.22,3.67,0.43,-97400
8/2/2022,6:00,26.69,8.18,8.16,-2.22,3.58,0.38,-97400
8/2/2022,7:00,26.67,8.16,8.11,-2.19,3.47,0.38,-98000
8/2/2022,8:00,26.61,8.15,8.07,-2.1,3.32,0.37,-97700
8/2/2022,9:00,26.63,8.17,8.16,-2.1,3.53,0.38,-97300
8/2/2022,10:00,26.82,8.21,8.27,-2.23,2.74,0.34,-97900
8/2/2022,11:00,27.1,8.26,8.37,-2.34,2.74,0.31,-100000
8/2/2022,12:00,27.35,8.29,8.51,-2.31,2.82,0.31,-101500
8/2/2022,13:00,27.52,8.31,8.65,-2.32,2.82,0.3,-101200
8/2/2022,14:00,27.45,8.31,8.59,-2.27,2.97,0.3,-101500
8/2/2022,15:00,27.65,8.37,8.76,-2.41,2.85,0.34,-102000
8/2/2022,16:00,27.87,8.4,8.9,-2.37,2.83,0.33,-102800
8/2/2022,17:00,27.6,8.41,8.93,-2.34,3.5,0.37,-102400
8/2/2022,18:00,27.59,8.43,9,-2.25,3.66,0.37,-100900
8/2/2022,19:00,27.74,8.43,8.97,-2.33,3.72,0.38,-100900
8/2/2022,20:00,27.64,8.42,8.93,-2.25,4.21,0.38,-102300
8/2/2022,21:00,27.54,8.39,8.81,-2.35,4.05,0.4,-103300
8/2/2022,22:00,27.45,8.36,8.66,-2.22,4.38,0.41,-102800
8/2/2022,23:00,27.4,8.33,8.56,-2.34,4.34,0.45,-100700
8/3/2022,0:00,27.36,8.3,8.52,-2.25,4.23,0.42,-101400
8/3/2022,1:00,27.31,8.26,8.33,-2.09,3.93,0.39,-100100
8/3/2022,2:00,27.24,8.24,8.26,-2.47,4.12,0.44,-100400
8/3/2022,3:00,27.17,8.29,8.37,-2.4,4.25,0.41,-102000
8/3/2022,4:00,27.12,8.16,7.98,-2.45,4.13,0.46,-100500
8/3/2022,5:00,27.04,8.19,8.07,-2.14,4.06,0.42,-99700
8/3/2022,6:00,26.95,8.08,7.71,-2.49,3.95,0.36,-101600
8/3/2022,7:00,26.9,8.09,7.74,-2.39,4.5,0.38,-101000
8/3/2022,8:00,26.88,8.01,7.51,-2.21,3.38,0.32,-99200
8/3/2022,9:00,27.08,8.27,8.29,-2.36,3.04,0.31,-102800
8/3/2022,10:00,27.13,8.26,8.37,-2.48,3.01,0.34,-106100
8/3/2022,11:00,27.19,8.23,8.34,-2.59,2.61,0.3,-107000
8/3/2022,12:00,27.15,8.24,8.38,-2.33,3.23,0.34,-106900
8/3/2022,13:00,27.38,8.35,8.73,-2.37,3.17,0.33,-104800
8/3/2022,14:00,27.73,8.36,8.76,-2.49,3.09,0.3,-105700
8/3/2022,15:00,27.93,8.41,8.91,-2.56,3.08,0.28,-106600
8/3/2022,16:00,28.12,8.4,8.86,-2.59,2.94,0.27,-108200
8/3/2022,17:00,28.13,8.36,8.79,-2.65,3.1,0.28,-109400
8/3/2022,18:00,27.83,8.21,8.26,-2.57,3.3,0.32,-109200
8/3/2022,19:00,27.12,8.31,8.69,-1.98,5.73,0.61,-105600
8/3/2022,20:00,27.31,8.32,8.74,-2.15,5.6,0.52,-97800
8/3/2022,21:00,27.22,8.28,8.66,-1.95,5.53,0.57,-97400
8/3/2022,22:00,27.19,8.27,8.53,-2.19,5.92,0.55,-97800
8/3/2022,23:00,27.08,8.23,8.42,-2.07,5.04,0.53,-98000
8/4/2022,0:00,26.89,8.25,8.5,-2.12,5.14,0.55,-97900
8/4/2022,1:00,26.86,8.24,8.45,-2.12,5.45,0.59,-96900
8/4/2022,2:00,26.78,8.25,8.4,-2.04,5.55,0.61,-96000
8/4/2022,3:00,26.74,8.23,8.37,-2.09,5.16,0.6,-94800
8/4/2022,4:00,26.69,8.24,8.28,-1.91,5.64,0.58,-94300
8/4/2022,5:00,26.65,8.23,8.26,-1.77,5.57,0.63,-92800
8/4/2022,6:00,26.59,8.16,8.08,-2.05,5.66,0.57,-93200
8/4/2022,7:00,26.59,8.14,8.06,-2.04,5.26,0.55,-94600
8/4/2022,8:00,26.56,8.13,8.06,-2.13,5.06,0.51,-96100
8/4/2022,9:00,26.69,8.21,8.36,-2.08,4.13,0.49,-96800
8/4/2022,10:00,26.82,8.32,8.65,-2.13,3.92,0.45,-96800
8/4/2022,11:00,27.02,8.37,8.85,-2.16,3.2,0.44,-96900
8/4/2022,12:00,27.23,8.4,9.01,-2.12,3.05,0.39,-96100
8/4/2022,13:00,27.4,8.44,9.14,-2.11,3.43,0.42,-95200
8/4/2022,14:00,27.66,8.5,9.3,-2.06,3.12,0.38,-95500
8/4/2022,15:00,27.84,8.55,9.49,-2.01,3.08,0.39,-95200
8/4/2022,16:00,27.84,8.56,9.61,-1.98,4.61,0.44,-93200
8/4/2022,17:00,27.88,8.57,9.69,-1.88,4.06,0.42,-92700
8/4/2022,18:00,27.88,8.57,9.72,-1.86,4.66,0.46,-92200
8/4/2022,19:00,27.84,8.56,9.63,-1.92,4.89,0.48,-91600
8/4/2022,20:00,27.75,8.55,9.51,-1.83,5.23,0.5,-90500
8/4/2022,21:00,27.67,8.51,9.37,-1.92,5.04,0.49,-90900
8/4/2022,22:00,27.61,8.5,9.24,-1.97,5,0.45,-91500
8/4/2022,23:00,27.57,8.47,9.11,-1.86,4.93,0.48,-92000
8/5/2022,0:00,27.48,8.42,8.86,-1.84,4.87,0.52,-91500
8/5/2022,1:00,27.44,8.46,8.91,-1.86,4.79,0.5,-90900
8/5/2022,2:00,27.38,8.44,8.79,-2,5.07,0.5,-91600
8/5/2022,3:00,27.35,8.41,8.73,-1.94,5.02,0.52,-92900
8/5/2022,4:00,27.3,8.39,8.64,-2,4.71,0.51,-93700
8/5/2022,5:00,27.24,8.36,8.59,-2.02,4.67,0.51,-94000
8/5/2022,6:00,27.2,8.35,8.51,-2.01,5.14,0.46,-93400
8/5/2022,7:00,27.18,8.34,8.53,-1.94,4.39,0.46,-92500
8/5/2022,8:00,27.25,8.37,8.63,-1.99,4.17,0.42,-92500
8/5/2022,9:00,27.27,8.41,8.72,-2.07,3.84,0.43,-93200
8/5/2022,10:00,27.61,8.44,8.93,-2.2,3.27,0.36,-93400
8/5/2022,11:00,27.77,8.44,8.92,-2.22,3.12,0.36,-97000
8/5/2022,12:00,27.74,8.51,9.22,-2.04,3.12,0.31,-96900
8/5/2022,13:00,27.97,8.54,9.4,-2.07,3.08,0.3,-96400
8/5/2022,14:00,28.82,8.55,9.41,-2.24,3.09,0.27,-97200
8/5/2022,15:00,29.07,8.57,9.46,-2.2,3.12,0.25,-98800
8/5/2022,16:00,28.95,8.57,9.48,-2.15,3.72,0.31,-99100
8/5/2022,17:00,28.78,8.54,9.37,-2.16,3.93,0.34,-97800
8/5/2022,18:00,28.65,8.54,9.25,-2.07,3.98,0.34,-96300
8/5/2022,19:00,28.55,8.54,9.34,-2.18,4.17,0.32,-95900
8/5/2022,20:00,28.46,8.52,9.15,-2.14,4.34,0.37,-96000
8/5/2022,21:00,28.38,8.53,9.02,-2.06,4.06,0.38,-95600
8/5/2022,22:00,28.32,8.55,9.08,-2.14,3.86,0.35,-95200
8/5/2022,23:00,28.22,8.52,8.95,-1.94,3.97,0.39,-92700
8/6/2022,0:00,28.16,8.48,8.83,-2.14,3.99,0.38,-92400
8/6/2022,1:00,28.13,8.47,8.78,-1.93,4,0.4,-91400
8/6/2022,2:00,27.98,8.51,8.79,-1.81,4.31,0.44,-90100
8/6/2022,3:00,27.94,8.5,8.74,-1.93,4.04,0.4,-90100
8/6/2022,4:00,27.88,8.44,8.67,-2.07,3.75,0.38,-92200
8/6/2022,5:00,27.85,8.44,8.6,-1.98,3.71,0.39,-92800
8/6/2022,6:00,27.8,8.43,8.44,-1.2,4.09,0.37,-92400
8/6/2022,7:00,27.76,8.41,8.46,-2.09,3.85,0.37,-90400
8/6/2022,8:00,27.76,8.41,8.39,-2.12,3.48,0.34,-94700
8/6/2022,9:00,27.94,8.44,8.52,-2.08,2.7,0.29,-95400
8/6/2022,10:00,28.41,8.45,8.77,-2.14,2.47,0.27,-95600
8/6/2022,11:00,28.57,8.48,8.93,-2.14,2.51,0.22,-97500
8/6/2022,12:00,28.77,8.47,8.86,-2.16,2.68,0.26,-97500
8/6/2022,13:00,28.91,8.47,8.95,-2.2,2.86,0.24,-97800
8/6/2022,14:00,29.26,8.51,9.09,-2.24,2.57,0.2,-98700
8/6/2022,15:00,29.36,8.51,9.13,-2.17,2.92,0.25,-99500
8/6/2022,16:00,29.12,8.51,9.14,-2.12,3.35,0.28,-100100
8/6/2022,17:00,29.44,8.53,9.25,-2.19,2.84,0.24,-98600
8/6/2022,18:00,29.37,8.57,9.38,-2.1,3.11,0.28,-97900
8/6/2022,19:00,29.12,8.52,9.27,-2.11,3.54,0.32,-97300
8/6/2022,20:00,29,8.49,9.11,-1.98,4.16,0.32,-94500
8/6/2022,21:00,28.87,8.5,9.15,-1.93,4.04,0.36,-93400
8/6/2022,22:00,28.82,8.46,8.91,-1.98,3.63,0.37,-92700
8/6/2022,23:00,28.74,8.43,8.82,-1.93,3.68,0.34,-93400
8/7/2022,0:00,28.68,8.41,8.73,-2.03,3.84,0.37,-93700
8/7/2022,1:00,28.59,8.39,8.63,-1.95,3.69,0.36,-92900
8/7/2022,2:00,28.52,8.38,8.55,-2.02,3.64,0.34,-93300
8/7/2022,3:00,28.44,8.36,8.42,-2.01,3.58,0.37,-93800
8/7/2022,4:00,28.4,8.34,8.34,-2.04,3.6,0.36,-94100
8/7/2022,5:00,28.36,8.32,8.26,-2.02,3.54,0.37,-94600
8/7/2022,6:00,28.31,8.3,8.15,-2.05,3.75,0.39,-95000
8/7/2022,7:00,28.28,8.29,8.17,-2.09,3.5,0.36,-95100
8/7/2022,8:00,28.24,8.29,8.17,-2.06,3.35,0.38,-95600
8/7/2022,9:00,28.33,8.31,8.26,-2.08,2.76,0.36,-95900
8/7/2022,11:00,28.71,8.37,8.47,-2.24,2.71,0.33,-97500
8/7/2022,12:00,28.88,8.4,8.59,-2.15,2.98,0.31,-97700
8/7/2022,13:00,28.98,8.43,8.68,-2.14,2.79,0.33,-97500
8/7/2022,14:00,28.94,8.44,8.78,-2.14,3.35,0.35,-97500
8/7/2022,15:00,28.93,8.46,8.85,-2.01,2.75,0.33,-96300
8/7/2022,16:00,29.11,8.49,8.91,-2.19,3.18,0.34,-97000
8/7/2022,17:00,29.06,8.47,8.91,-2.07,3.73,0.37,-97800
8/7/2022,18:00,28.9,8.47,8.92,-2.01,3.98,0.36,-95200
8/7/2022,19:00,28.84,8.46,8.85,-1.92,4.22,0.42,-94500
8/7/2022,20:00,28.76,8.43,8.7,-2.07,4.76,0.4,-94800
8/7/2022,21:00,28.71,8.42,8.65,-2.11,4.44,0.45,-94800
8/7/2022,22:00,28.68,8.4,8.53,-2.07,4.19,0.38,-95100
8/7/2022,23:00,28.63,8.39,8.5,-1.97,4.33,0.45,-95200
8/8/2022,0:00,28.59,8.34,8.37,-2.14,4.31,0.44,-95200
8/8/2022,1:00,28.49,8.31,8.26,-2.05,4.1,0.45,-95500
8/8/2022,2:00,28.45,8.27,8.1,-2.13,4.14,0.46,-96100
8/8/2022,3:00,28.35,8.23,7.94,-1.97,3.99,0.42,-96000
8/8/2022,4:00,28.32,8.26,8.05,-2.14,4.17,0.44,-95900
8/8/2022,5:00,28.28,8.23,7.94,-2.15,4.07,0.45,-96100
8/8/2022,6:00,28.22,8.19,7.85,-2.01,4.01,0.41,-96000
8/8/2022,7:00,28.15,8.2,7.85,-2.03,3.78,0.42,-96100
8/8/2022,8:00,28.15,8.23,7.94,-2.14,3.6,0.44,-96100
8/8/2022,9:00,28.22,8.25,8.01,-2.13,3.03,0.4,-97200
8/8/2022,10:00,28.48,8.28,8.11,-2.3,2.47,0.34,-97700
8/8/2022,11:00,28.64,8.32,8.26,-2.27,2.46,0.33,-100900
8/8/2022,12:00,28.9,8.35,8.36,-2.31,2.53,0.3,-101000
8/8/2022,13:00,28.97,8.39,8.52,-2.25,2.7,0.32,-100600
8/8/2022,14:00,29.09,8.43,8.64,-2.18,2.41,0.31,-100100
8/8/2022,15:00,29.25,8.43,8.74,-2.25,3.07,0.35,-99700
8/8/2022,16:00,29.08,8.46,8.83,-2.15,3.02,0.37,-98900
8/8/2022,17:00,29.08,8.47,8.84,-2.06,3.63,0.41,-96900
8/8/2022,18:00,29.02,8.46,8.81,-2.14,3.59,0.45,-96500
8/8/2022,19:00,28.94,8.44,8.74,-2.18,3.81,0.41,-96800
8/8/2022,20:00,28.9,8.41,8.59,-2.05,4.05,0.38,-95600
8/8/2022,21:00,28.85,8.38,8.48,-2.08,4.04,0.39,-95900
8/8/2022,22:00,28.8,8.36,8.42,-2.18,4.07,0.42,-96500
8/8/2022,23:00,28.72,8.36,8.35,-2.07,3.95,0.41,-95900
8/9/2022,0:00,28.64,8.34,8.28,-2.1,3.85,0.41,-96000
8/9/2022,1:00,28.59,8.31,8.18,-2.16,3.81,0.43,-96400
8/9/2022,2:00,28.57,8.29,8.09,-2.19,3.87,0.4,-96900
8/9/2022,3:00,28.51,8.27,8.02,-2.13,3.83,0.41,-97800
8/9/2022,4:00,28.48,8.26,7.95,-2.09,3.7,0.41,-98300
8/9/2022,5:00,28.46,8.24,7.9,-2.14,3.62,0.41,-98300
8/9/2022,6:00,28.39,8.21,7.78,-2.21,3.64,0.39,-99800
8/9/2022,7:00,28.32,8.19,7.71,-2.28,3.25,0.35,-100000
8/9/2022,8:00,28.33,8.2,7.76,-2.25,2.94,0.36,-100400
8/9/2022,9:00,28.32,8.22,7.82,-2.28,2.96,0.34,-100200
8/9/2022,10:00,28.4,8.24,7.89,-2.31,2.62,0.33,-100600
8/9/2022,11:00,28.62,8.29,8.05,-2.38,1.99,0.26,-101500
8/9/2022,12:00,28.85,8.3,8.11,-2.39,2.56,0.29,-102800
8/9/2022,13:00,29.2,8.32,8.2,-2.46,2.21,0.26,-104700
8/9/2022,14:00,29.23,8.35,8.32,-2.47,2.35,0.28,-105300
8/9/2022,15:00,29.07,8.33,8.25,-2.33,3.04,0.31,-104100
8/9/2022,16:00,29.15,8.37,8.33,-2.33,2.42,0.27,-102300
8/9/2022,17:00,29.13,8.34,8.27,-2.37,3.02,0.32,-102900
8/9/2022,18:00,29.07,8.36,8.36,-2.42,3.18,0.34,-104700
8/9/2022,19:00,29.07,8.24,7.93,-2.46,3.08,0.31,-103800
8/9/2022,20:00,29,8.23,7.87,-2.36,3.37,0.34,-102900
8/9/2022,21:00,28.94,8.23,7.84,-2.4,3.19,0.31,-102900
8/9/2022,22:00,28.87,8.22,7.77,-2.18,3.28,0.36,-102300
8/9/2022,23:00,28.79,8.25,7.87,-2.26,3.33,0.35,-102300
8/10/2022,0:00,28.69,8.19,7.63,-2.12,2.9,0.4,-102300
8/10/2022,1:00,28.57,8.11,7.4,-2.26,3.12,0.38,-102000
8/10/2022,2:00,28.49,8.13,7.49,-2.17,3.2,0.35,-101400
8/10/2022,3:00,28.43,8.09,7.33,-2.55,3.15,0.35,-100900
8/10/2022,4:00,28.34,8.03,7.08,-2.49,2.92,0.28,-103800
8/10/2022,5:00,28.27,7.97,6.9,-2.48,2.58,0.29,-105700
8/10/2022,6:00,28.18,8.06,7.24,-2.31,3.1,0.35,-105100
8/10/2022,7:00,28.13,7.93,6.83,-2.29,2.56,0.29,-102000
8/10/2022,8:00,28.01,8.02,7.14,-2.37,2.66,0.31,-102100
8/10/2022,9:00,27.95,7.91,6.78,-2.51,1.99,0.24,-104100
8/10/2022,10:00,27.95,8.03,7.23,-2.26,2.08,0.31,-105300
8/10/2022,11:00,27.88,8.02,7.23,-2.39,2.14,0.32,-104100
8/10/2022,12:00,27.84,8,7.16,-2.36,2.26,0.31,-103200
8/10/2022,13:00,27.86,8.05,7.29,-2.36,2.13,0.29,-103200
8/10/2022,14:00,28.02,8.13,7.6,-2.47,2.02,0.32,-104700
8/10/2022,15:00,28.28,8.16,7.67,-2.44,1.87,0.32,-105200
8/10/2022,16:00,28.21,8.14,7.61,-2.48,1.91,0.29,-106100
8/10/2022,17:00,28.34,8.18,7.73,-2.48,1.89,0.3,-106000
8/10/2022,18:00,28.29,8.18,7.73,-2.57,1.88,0.28,-106100
8/10/2022,19:00,28.19,8.17,7.73,-2.46,2.26,0.31,-107000
8/10/2022,20:00,28.11,8.13,7.61,-2.56,2.41,0.31,-106200
8/10/2022,21:00,27.99,8.02,7.24,-2.46,2.44,0.3,-105600
8/10/2022,22:00,27.91,8.08,7.48,-2.45,2.37,0.34,-105300
8/10/2022,23:00,27.81,7.98,7.11,-2.45,2.23,0.32,-105200
8/11/2022,0:00,27.75,7.99,7.15,-2.26,2.1,0.35,-104800
8/11/2022,1:00,27.75,7.94,7.07,-2.29,2.37,0.32,-101900
8/11/2022,2:00,27.68,7.92,7.03,-2.42,2.26,0.33,-100200
8/11/2022,3:00,27.64,7.95,7.15,-2.25,2.42,0.41,-101500
8/11/2022,4:00,27.55,7.96,7.15,-2.29,2.2,0.37,-102000
8/11/2022,5:00,27.49,7.92,7.04,-2.23,2.08,0.39,-100900
8/11/2022,6:00,27.45,7.88,6.88,-2.34,2.37,0.33,-101000
8/11/2022,7:00,27.38,7.89,7.02,-2.36,1.95,0.33,-103200
8/11/2022,8:00,27.34,7.92,7.12,-2.46,1.86,0.31,-105300
8/11/2022,9:00,27.35,7.98,7.27,-2.45,1.95,0.32,-105200
8/11/2022,10:00,27.34,8.04,7.43,-2.39,1.82,0.36,-104300
8/11/2022,11:00,27.37,8.08,7.53,-2.36,1.75,0.34,-103200
8/11/2022,12:00,27.34,8.05,7.46,-2.4,1.86,0.33,-103700
8/11/2022,13:00,27.33,8.06,7.47,-2.32,1.76,0.35,-102800
8/11/2022,14:00,27.45,8.1,7.62,-2.43,1.75,0.34,-101900
8/11/2022,15:00,27.53,8.09,7.59,-2.4,1.74,0.36,-103800
8/11/2022,16:00,27.51,8.11,7.61,-2.48,1.72,0.35,-103800
8/11/2022,17:00,27.46,8.05,7.43,-2.37,1.6,0.32,-104300
8/11/2022,18:00,27.54,8.01,7.39,-2.46,1.79,0.34,-105200
8/11/2022,19:00,27.51,8,7.39,-2.42,1.73,0.36,-105600
8/11/2022,20:00,27.47,7.98,7.3,-2.47,1.66,0.35,-105700
8/11/2022,21:00,27.41,7.95,7.21,-2.39,2.17,0.39,-105500
8/11/2022,22:00,27.32,7.87,6.98,-2.48,1.74,0.34,-104600
8/11/2022,23:00,27.27,7.87,7.04,-2.32,2.03,0.34,-104800
8/12/2022,0:00,27.22,7.87,7.21,-2.38,1.88,0.37,-105200
8/12/2022,1:00,27.17,7.88,7.26,-2.42,1.95,0.42,-104400
8/12/2022,2:00,27.13,7.9,7.25,-2.35,1.84,0.43,-104200
8/12/2022,3:00,27.08,7.86,7.03,-2.26,2.08,0.42,-102400
8/12/2022,4:00,27.03,7.85,7.01,-2.42,1.85,0.42,-101900
8/12/2022,5:00,26.94,7.84,6.97,-2.41,1.46,0.39,-104200
8/12/2022,6:00,26.87,7.81,6.85,-2.42,1.79,0.39,-104200
8/12/2022,7:00,26.78,7.83,6.89,-2.55,1.5,0.37,-104700
8/12/2022,8:00,26.75,7.8,6.81,-2.44,1.61,0.29,-105700
8/12/2022,9:00,26.77,7.85,7.03,-2.44,1.29,0.4,-105700
8/12/2022,10:00,26.87,7.87,7.15,-2.53,1.27,0.38,-106500
8/12/2022,11:00,26.9,7.81,6.94,-2.57,1.17,0.35,-107100
8/12/2022,12:00,26.99,7.77,6.76,-2.66,1.14,0.32,-107500
8/12/2022,13:00,27.23,7.85,7.04,-2.49,1.15,0.32,-108300
8/12/2022,14:00,27.33,8.01,7.54,-2.41,1.23,0.35,-107400
8/12/2022,15:00,27.61,8,7.55,-2.58,1.19,0.34,-105900
8/12/2022,17:00,27.6,8,7.54,-2.61,1.23,0.33,-108800
8/12/2022,18:00,27.44,8.02,7.68,-2.55,1.52,0.37,-108900
8/12/2022,19:00,27.31,7.92,7.33,-2.58,1.51,0.31,-107400
8/12/2022,20:00,27.18,7.97,7.46,-2.58,1.61,0.38,-107000
8/12/2022,21:00,27.11,7.92,7.24,-2.5,1.45,0.37,-108000
8/12/2022,22:00,27,7.74,6.48,-2.6,1.42,0.33,-107300
8/12/2022,23:00,26.89,7.89,7.06,-2.38,1.59,0.45,-105000
8/13/2022,0:00,26.83,7.75,6.59,-2.4,1.52,0.42,-104200
8/13/2022,1:00,26.67,7.69,6.23,-2.4,1.31,0.31,-106000
8/13/2022,2:00,26.64,7.71,6.33,-2.5,1.46,0.38,-106000
8/13/2022,3:00,26.59,7.7,6.31,-2.7,1.27,0.4,-106100
8/13/2022,4:00,26.55,7.68,6.21,-2.61,1.24,0.32,-107800
8/13/2022,5:00,26.48,7.67,6.16,-2.55,1.22,0.3,-108500
8/13/2022,6:00,26.34,7.7,6.36,-2.35,1.46,0.36,-107400
8/13/2022,7:00,26.25,7.76,6.69,-2.33,1.29,0.44,-108200
8/13/2022,8:00,26.2,7.78,6.72,-2.46,1.15,0.35,-107600
8/13/2022,9:00,26.16,7.8,6.83,-2.62,1.16,0.38,-108700
8/13/2022,10:00,26.21,7.89,7.15,-2.58,1.15,0.43,-106900
8/13/2022,11:00,26.3,7.9,7.3,-2.57,1.13,0.42,-106600
8/13/2022,12:00,26.54,7.9,7.29,-2.53,1.11,0.39,-107400
8/13/2022,13:00,26.53,7.86,7.17,-2.53,1.17,0.41,-107300
8/13/2022,14:00,27.04,7.96,7.51,-2.64,0.91,0.36,-107600
8/13/2022,15:00,27.1,7.95,7.47,-2.6,1.05,0.36,-109200
8/13/2022,16:00,26.91,7.99,7.57,-2.54,1.26,0.43,-109200
8/13/2022,17:00,26.93,8.01,7.65,-2.65,1.22,0.38,-108000
8/13/2022,18:00,26.88,8,7.64,-2.61,1.12,0.38,-108300
8/13/2022,19:00,26.68,7.94,7.47,-2.45,1.47,0.46,-108300
8/13/2022,20:00,26.51,7.95,7.5,-2.47,1.66,0.47,-105600
8/13/2022,21:00,26.48,7.94,7.51,-2.44,1.71,0.49,-104400
8/13/2022,22:00,26.4,7.91,7.4,-2.47,1.65,0.53,-103600
8/13/2022,23:00,26.31,7.85,7.17,-2.5,1.84,0.56,-104100
8/14/2022,0:00,26.24,7.86,7.21,-2.64,1.69,0.58,-106100
8/14/2022,1:00,26.16,7.78,6.93,-2.25,1.53,0.42,-106000
8/14/2022,2:00,26.09,7.79,6.93,-2.37,1.47,0.5,-105700
8/14/2022,3:00,26.06,7.82,7.02,-2.46,1.73,0.46,-104300
8/14/2022,4:00,26.01,7.78,6.88,-2.48,1.64,0.49,-103400
8/14/2022,5:00,25.93,7.76,6.81,-2.3,1.49,0.45,-104100
8/14/2022,6:00,25.87,7.75,6.74,-2.46,1.61,0.45,-102800
8/14/2022,7:00,25.79,7.7,6.54,-2.66,1.28,0.37,-105100
8/14/2022,8:00,25.73,7.74,6.85,-2.47,1.42,0.42,-106200
8/14/2022,9:00,25.76,7.89,7.41,-2.16,1.55,0.54,-106100
8/14/2022,10:00,25.93,7.92,7.63,-2.48,1.32,0.46,-105500
8/14/2022,11:00,26,7.88,7.51,-2.63,1.25,0.43,-106900
8/14/2022,12:00,26.55,7.97,7.75,-2.57,1.2,0.43,-107600
8/14/2022,13:00,26.78,7.91,7.64,-2.53,1.35,0.42,-108200
8/14/2022,14:00,26.49,8,7.87,-2.51,1.35,0.44,-108500
8/14/2022,15:00,26.37,8.16,8.34,-2.15,1.74,0.51,-105900
8/14/2022,16:00,26.53,8.09,8.16,-2.35,1.34,0.44,-103800
8/14/2022,17:00,26.6,8.06,8.06,-2.35,1.87,0.48,-104400
8/14/2022,18:00,26.43,8.04,7.97,-2.36,1.91,0.51,-104600
8/14/2022,19:00,26.3,8.11,8.2,-2.33,2.05,0.5,-103200
8/14/2022,20:00,26.24,8.07,8.18,-2.32,2.25,0.55,-102000
8/14/2022,21:00,26.1,8.05,8.15,-2.33,1.99,0.51,-101800
8/14/2022,22:00,26.01,7.92,7.75,-2.34,2.01,0.54,-101800
8/14/2022,23:00,25.9,7.95,7.94,-2.28,2.07,0.53,-101500
8/15/2022,0:00,25.79,7.98,8.04,-2.3,2.6,0.53,-101100
8/15/2022,1:00,25.66,8.01,8.04,-2.27,2.29,0.57,-100400
8/15/2022,2:00,25.6,8.01,7.96,-2.19,2.37,0.59,-99600
8/15/2022,3:00,25.53,7.98,7.8,-2.2,2.38,0.58,-98700
8/15/2022,4:00,25.48,7.98,7.81,-2.31,2.33,0.57,-98800
8/15/2022,5:00,25.45,7.97,7.74,-2.18,2.05,0.54,-100200
8/15/2022,6:00,25.4,7.94,7.66,-2.31,2.52,0.62,-100200
8/15/2022,7:00,25.33,7.94,7.64,-2.39,2.06,0.55,-102000
8/15/2022,8:00,25.38,7.95,7.69,-2.41,1.82,0.57,-103600
8/15/2022,9:00,25.52,7.98,7.86,-2.21,1.74,0.49,-100400
8/15/2022,10:00,25.57,8.01,7.93,-2.42,1.63,0.44,-101500
8/15/2022,11:00,25.62,8,7.96,-2.44,1.73,0.47,-103800
8/15/2022,12:00,25.99,8.05,8.12,-2.48,1.65,0.45,-104600
8/15/2022,13:00,26.32,8.08,8.23,-2.47,1.6,0.42,-105600
8/15/2022,14:00,26.36,8.1,8.28,-2.51,1.68,0.43,-106000
8/15/2022,15:00,26.54,8.15,8.46,-2.5,1.59,0.42,-105300
8/15/2022,16:00,26.55,8.19,8.58,-2.38,1.71,0.41,-104200
8/15/2022,18:00,26.55,8.15,8.45,-2.51,1.8,0.4,-104700
8/15/2022,19:00,26.15,8.1,8.27,-2.55,1.9,0.41,-107300
8/15/2022,20:00,26.01,8.17,8.53,-2.32,2.64,0.56,-106800
8/15/2022,21:00,25.98,8.05,8.03,-2.26,2.75,0.56,-101800
8/15/2022,22:00,25.85,8.02,7.9,-2.33,2.28,0.49,-101200
8/15/2022,23:00,25.71,8.01,7.92,-2.19,2.19,0.51,-100900
8/16/2022,0:00,25.61,8.08,8.13,-1.89,2.45,0.64,-100400
8/16/2022,1:00,25.56,8.05,8.02,-2.16,2.86,0.61,-98200
8/16/2022,2:00,25.51,8.01,7.85,-2.05,2.58,0.55,-96400
8/16/2022,3:00,25.47,8.01,7.85,-2.09,2.64,0.59,-98200
8/16/2022,4:00,25.44,7.96,7.66,-2.41,2.29,0.54,-100900
8/16/2022,5:00,25.4,7.93,7.61,-2.33,2.52,0.52,-101200
8/16/2022,6:00,25.35,7.9,7.46,-2.41,2.86,0.62,-102100
8/16/2022,7:00,25.28,7.91,7.5,-2.46,2.76,0.5,-102900
8/16/2022,8:00,25.23,7.88,7.41,-2.46,2.52,0.49,-102400
8/16/2022,9:00,25.26,7.98,7.75,-2.15,2.28,0.5,-101100
8/16/2022,10:00,25.42,8.05,8,-2.32,1.95,0.48,-100000
8/16/2022,11:00,25.43,7.02,7.88,1.42,1.22,0.51,-100100
8/16/2022,12:00,25.48,7.13,8.01,1.46,1.37,0.53,-7200
8/16/2022,13:00,25.58,7.28,8.45,1.38,1.32,0.53,-7200
8/16/2022,14:00,25.82,7.43,8.54,1.26,1.54,0.5,-8400
8/16/2022,15:00,25.87,7.5,8.63,1.31,1.76,0.55,-8600
